Datetime,Latitude,Longitude,Altitude [m ASL],Image Filename,Image Path
2022:10:27 19:21:50,42.86683333333333,-121.13540308333334,1621.987,00254.JPG,./Images/Fire/RGB/00254.JPG
2022:10:27 19:21:53,42.86653591666667,-121.13514308333335,1622.032,00255.JPG,./Images/Fire/RGB/00255.JPG
2022:10:27 19:21:56,42.866202666666666,-121.13504494444445,1622.106,00256.JPG,./Images/Fire/RGB/00256.JPG
2022:10:27 19:21:59,42.86591147222222,-121.1352378888889,1621.978,00257.JPG,./Images/Fire/RGB/00257.JPG
2022:10:27 19:22:02,42.865585361111116,-121.13535975,1622.053,00258.JPG,./Images/Fire/RGB/00258.JPG
2022:10:27 19:22:05,42.86526280555556,-121.13522269444445,1621.99,00259.JPG,./Images/Fire/RGB/00259.JPG
2022:10:27 19:22:08,42.86493108333333,-121.13510050000001,1622.098,00260.JPG,./Images/Fire/RGB/00260.JPG
2022:10:27 19:22:11,42.86455608333333,-121.13512836111111,1622.06,00261.JPG,./Images/Fire/RGB/00261.JPG
2022:10:27 19:22:14,42.86424455555556,-121.1353228888889,1622.066,00262.JPG,./Images/Fire/RGB/00262.JPG
2022:10:27 19:22:17,42.864019472222225,-121.1357378888889,1622.002,00263.JPG,./Images/Fire/RGB/00263.JPG
2022:10:27 19:22:20,42.86374513888889,-121.13615594444445,1622.014,00264.JPG,./Images/Fire/RGB/00264.JPG
2022:10:27 19:22:23,42.863495138888894,-121.1365978888889,1622.103,00265.JPG,./Images/Fire/RGB/00265.JPG
2022:10:27 19:22:26,42.86321677777778,-121.13694563888889,1622.077,00266.JPG,./Images/Fire/RGB/00266.JPG
2022:10:27 19:22:29,42.86296677777778,-121.13732252777778,1622.068,00267.JPG,./Images/Fire/RGB/00267.JPG
2022:10:27 19:22:32,42.86292302777778,-121.13777922222224,1622.025,00268.JPG,./Images/Fire/RGB/00268.JPG
2022:10:27 19:22:35,42.862852333333336,-121.13818608333334,1622.063,00269.JPG,./Images/Fire/RGB/00269.JPG
2022:10:27 19:22:38,42.86270966666667,-121.138355,1613.14,00270.JPG,./Images/Fire/RGB/00270.JPG
2022:10:27 19:22:41,42.86270513888889,-121.13837105555557,1601.068,00271.JPG,./Images/Fire/RGB/00271.JPG
2022:10:27 19:22:44,42.862704694444446,-121.13836925000001,1589.065,00272.JPG,./Images/Fire/RGB/00272.JPG
2022:10:27 19:22:47,42.862706027777776,-121.13837005555557,1577.178,00273.JPG,./Images/Fire/RGB/00273.JPG
2022:10:27 19:22:50,42.86271055555556,-121.13838622222222,1571.968,00274.JPG,./Images/Fire/RGB/00274.JPG
2022:10:27 19:22:53,42.86283569444445,-121.13856416666667,1571.918,00275.JPG,./Images/Fire/RGB/00275.JPG
